id_propiedad,ciudad,barrio_distrito,tipo_operacion,tipo_inmueble,precio,superficie_m2,habitaciones,baños,estado,año_construccion,planta,ascensor,terraza,piscina,garaje,trastero,distancia_centro_km,fecha_publicacion,rango_m2,precio_m2
166,Madrid,Arganzuela,Venta,Piso,225565.0,43.2,2.0,1.0,Buen estado,1981-01-01,Bajo,True,False,True,False,True,3.14,2024-12-23,40-80,5221.41
167,Madrid,Retiro,Venta,Piso,428865.0,75.7,2.0,1.0,Buen estado,1973-01-01,9,False,True,True,False,False,5.15,2025-04-01,40-80,5665.32
168,Madrid,Chamberí,Venta,Piso,309087.0,68.7,2.0,1.0,Reformado,1963-01-01,9,True,False,True,True,False,2.28,2025-04-01,40-80,4499.08
169,Madrid,Chamberí,Venta,Ático,412666.0,83.3,3.0,2.0,Buen estado,1985-01-01,Ático,True,True,True,True,False,6.34,2024-12-13,80-120,4953.97
170,Madrid,Madrid-Centro,Venta,Ático,,,5.0,1.0,Obra nueva,2020-01-01,Ático,True,True,False,True,False,4.57,2025-02-25,,
171,Madrid,Chamberí,Venta,Piso,453137.0,82.6,3.0,2.0,A reformar,1981-01-01,4,True,False,True,True,False,4.83,2025-03-21,80-120,5485.92
172,Madrid,Madrid-Centro,Venta,Piso,850997.0,170.99,5.0,3.0,Buen estado,1985-01-01,6,False,False,False,True,False,3.56,2025-02-09,160-200,4976.88
173,Madrid,Salamanca,Venta,Piso,490342.0,86.5,3.0,2.0,Buen estado,1988-01-01,4,True,True,True,False,False,4.93,2024-10-14,80-120,5668.69
174,Madrid,Arganzuela,Venta,Piso,354865.0,65.5,2.0,1.0,Reformado,1986-01-01,Bajo,True,False,False,True,True,5.17,2025-03-13,40-80,5417.79
175,Madrid,Arganzuela,Venta,Piso,433082.0,83.6,3.0,2.0,Buen estado,1988-01-01,3,True,False,False,False,False,6.66,2025-03-13,80-120,5180.41
176,Madrid,Retiro,Venta,Ático,426681.0,82.6,3.0,2.0,Buen estado,2020-01-01,Ático,True,True,True,True,True,4.9,2025-04-01,80-120,5165.63
177,Madrid,Chamberí,Venta,Piso,257588.0,47.9,2.0,1.0,Buen estado,2008-01-01,4,True,True,False,True,False,5.84,2025-01-29,40-80,5377.62
178,Madrid,Salamanca,Venta,Piso,584523.0,110.4,3.0,2.0,Buen estado,1993-01-01,4,True,False,True,True,False,5.97,2024-12-31,80-120,5294.59
179,Madrid,Arganzuela,Venta,Piso,274915.0,64.3,2.0,1.0,Obra nueva,2020-01-01,8,True,True,True,True,True,4.41,2025-02-14,40-80,4275.51
180,Madrid,Retiro,Alquiler,Piso,675359.0,75.3,2.0,1.0,Obra nueva,2021-01-01,4,True,True,False,True,True,4.22,2025-01-03,40-80,8968.91
181,Madrid,Salamanca,Venta,Ático,610911.0,106.5,3.0,2.0,Obra nueva,2019-01-01,Ático,True,True,False,False,True,4.72,2025-03-30,80-120,5736.25
182,Madrid,Madrid-Centro,Alquiler,Piso,367065.0,83.8,3.0,2.0,Buen estado,1989-01-01,6,False,False,True,False,False,2.92,2024-10-12,80-120,4380.25
183,Madrid,Retiro,Venta,Ático,419282.0,74.1,2.0,1.0,Buen estado,1953-01-01,Ático,True,False,False,True,False,,2024-12-15,40-80,5658.33
184,Madrid,Tetuán,Venta,Ático,375994.0,79.0,2.0,1.0,Buen estado,1976-01-01,Ático,True,False,False,False,False,5.03,2024-12-07,40-80,4759.42
185,Madrid,Madrid-Centro,Venta,Piso,353371.0,80.3,3.0,2.0,Buen estado,1982-01-01,9,True,True,True,False,False,1.89,2024-12-04,80-120,4400.64
186,Madrid,Arganzuela,Venta,Piso,343972.0,79.6,2.0,1.0,Reformado,1985-01-01,4,False,True,False,False,True,7.41,2025-03-24,40-80,4321.26
187,Madrid,Madrid-Centro,Venta,Piso,,86.7,3.0,2.0,Buen estado,1968-01-01,7,True,False,False,True,True,3.85,2024-11-07,80-120,
188,Madrid,Salamanca,Venta,Piso,424298.0,81.4,3.0,2.0,Buen estado,1966-01-01,5,False,True,False,True,True,2.15,2025-03-29,80-120,5212.51
189,Madrid,Arganzuela,Venta,Piso,487924.0,91.8,3.0,2.0,Buen estado,1987-01-01,2,True,True,False,False,True,4.81,2025-01-23,80-120,5315.08
190,Madrid,Arganzuela,Venta,Piso,346000.0,75.8,2.0,1.0,Buen estado,1970-01-01,4,True,True,False,False,True,4.17,2024-10-17,40-80,4564.64
191,Madrid,Arganzuela,Venta,Piso,277944.0,64.3,2.0,1.0,A reformar,1975-01-01,5,True,True,False,False,False,6.09,2024-11-03,40-80,4322.61
192,Madrid,Arganzuela,Venta,Piso,374932.0,81.2,3.0,2.0,Buen estado,1969-01-01,Bajo,False,False,False,True,False,4.61,2025-01-18,80-120,4617.39
193,Madrid,Retiro,Venta,Piso,497603.0,96.4,3.0,2.0,Obra nueva,2021-01-01,1,False,True,True,True,True,4.19,2025-03-27,80-120,5161.86
194,Madrid,Chamberí,Venta,Piso,,105.8,3.0,2.0,Buen estado,1996-01-01,5,False,False,False,True,False,5.12,2024-12-10,80-120,
195,Madrid,Chamberí,Alquiler,Piso,469163.0,95.2,3.0,2.0,Obra nueva,2022-01-01,3,True,False,False,False,True,6.63,2025-03-08,80-120,4928.18
196,Madrid,Chamberí,Alquiler,Piso,432288.0,84.2,3.0,2.0,Obra nueva,2022-01-01,Bajo,True,False,False,True,False,2.45,2024-12-18,80-120,5134.06
197,Madrid,Chamberí,Alquiler,Ático,275408.0,68.8,2.0,1.0,Obra nueva,2018-01-01,Ático,True,True,False,False,True,3.36,2024-10-15,40-80,4003.02
198,Madrid,Chamberí,Venta,Piso,414138.0,78.6,2.0,1.0,Buen estado,1965-01-01,5,True,True,False,True,False,1.73,2024-10-13,40-80,5268.93
199,Madrid,Chamberí,Venta,Piso,219729.0,42.1,2.0,1.0,Buen estado,1986-01-01,1,True,False,False,True,False,4.73,2024-10-25,40-80,5219.22
200,Madrid,Madrid-Centro,Venta,Piso,430478.0,93.1,3.0,2.0,Buen estado,1972-01-01,7,True,False,True,True,True,4.19,2025-02-14,80-120,4623.82
201,Madrid,Chamberí,Alquiler,Piso,327465.0,67.4,2.0,1.0,Obra nueva,2023-01-01,8,True,True,True,False,False,5.99,2024-12-25,40-80,4858.53
202,Madrid,Madrid-Centro,Venta,Piso,472045.0,108.1,3.0,2.0,A reformar,1987-01-01,6,True,True,True,False,False,4.37,2025-01-26,80-120,4366.74
203,Madrid,Arganzuela,Venta,Piso,379633.0,82.2,3.0,2.0,Buen estado,1991-01-01,1,True,False,True,True,False,6.95,2024-12-30,80-120,4618.41
204,Madrid,Tetuán,Venta,Piso,553015.0,102.5,3.0,2.0,Buen estado,1973-01-01,9,False,True,True,True,False,4.0,2025-02-26,80-120,5395.27
205,Madrid,Arganzuela,Venta,Piso,464857.0,83.9,3.0,2.0,Buen estado,1979-01-01,7,True,True,True,True,False,3.67,,80-120,5540.61
206,Madrid,Tetuán,Venta,Ático,527642.0,112.4,3.0,2.0,Buen estado,1964-01-01,Ático,True,True,False,False,False,5.49,2025-03-24,80-120,4694.32
207,Madrid,Tetuán,Alquiler,Piso,503987.0,99.0,3.0,2.0,Buen estado,2008-01-01,3,True,False,True,False,True,5.84,2025-01-22,80-120,5090.78
208,Madrid,Retiro,Alquiler,Piso,416549.0,85.0,3.0,2.0,Obra nueva,2020-01-01,6,True,False,False,True,True,5.01,2024-12-28,80-120,4900.58
209,Madrid,Arganzuela,Venta,Piso,427054.0,75.8,2.0,1.0,Buen estado,1985-01-01,7,True,True,False,False,False,5.13,,40-80,5633.96
210,Madrid,Salamanca,Alquiler,Piso,308548.0,59.3,2.0,1.0,Buen estado,1978-01-01,5,True,True,True,False,False,3.18,2024-11-11,40-80,5203.17
211,Madrid,Tetuán,Venta,Ático,382077.0,86.8,3.0,2.0,Buen estado,1990-01-01,Ático,False,False,True,False,True,2.14,2024-11-09,80-120,4401.81
212,Madrid,Madrid-Centro,Venta,Piso,373794.0,85.2,3.0,2.0,Obra nueva,2023-01-01,Bajo,True,True,True,True,True,9.22,2024-12-21,80-120,4387.25
213,Madrid,Tetuán,Venta,Estudio,157954.0,32.2,0.0,1.0,Buen estado,2001-01-01,2,True,True,False,False,False,7.16,2025-03-26,0-40,4905.4
214,Madrid,Madrid-Centro,Venta,Sin_clasificar,,,3.0,2.0,Obra nueva,2020-01-01,1,True,True,True,True,True,2.49,2024-12-19,,
215,Madrid,Tetuán,Venta,Piso,397632.0,84.9,3.0,2.0,Buen estado,1958-01-01,9,False,True,True,True,False,5.73,2025-03-15,80-120,4683.53
216,Madrid,Arganzuela,Venta,Piso,635009.0,115.4,3.0,2.0,Reformado,1991-01-01,4,False,True,False,True,True,6.51,2024-10-16,80-120,5502.68
217,Madrid,Chamberí,Venta,Piso,274122.0,76.5,2.0,1.0,Reformado,1983-01-01,5,True,True,False,False,False,6.77,2024-10-10,40-80,3583.29
218,Madrid,Chamberí,Alquiler,Piso,516424.0,88.1,3.0,2.0,Buen estado,1975-01-01,2,True,True,False,True,False,6.75,2025-03-20,80-120,5861.79
219,Madrid,Salamanca,Venta,Piso,428688.0,71.1,2.0,1.0,Buen estado,1964-01-01,7,True,True,False,False,False,7.99,2025-01-04,40-80,6029.37
220,Madrid,Chamberí,Venta,Piso,464667.0,87.9,3.0,2.0,Obra nueva,2022-01-01,9,True,True,True,True,False,4.52,2024-10-30,80-120,5286.31
221,Madrid,Salamanca,Venta,Piso,248761.0,48.3,2.0,1.0,Buen estado,1955-01-01,1,True,True,False,True,True,4.12,2024-12-17,40-80,5150.33
222,Madrid,Madrid-Centro,Venta,Piso,556424.0,99.1,3.0,2.0,Buen estado,1978-01-01,4,True,False,True,False,False,5.27,2024-12-03,80-120,5614.77
223,Madrid,Tetuán,Venta,Ático,386430.0,74.5,2.0,1.0,Buen estado,2003-01-01,Ático,True,True,True,True,False,5.2,2025-03-09,40-80,5186.98
224,Madrid,Madrid-Centro,Venta,Piso,531639.0,76.7,2.0,1.0,Buen estado,1986-01-01,9,True,False,False,False,False,5.15,,40-80,6931.41
225,Madrid,Salamanca,Venta,Piso,449281.0,89.3,3.0,2.0,Obra nueva,2020-01-01,4,False,True,True,True,False,2.79,2024-12-31,80-120,5031.14
226,Madrid,Salamanca,Venta,Piso,303047.0,66.6,2.0,1.0,Buen estado,1979-01-01,6,True,False,False,False,False,8.57,2025-02-22,40-80,4550.26
227,Madrid,Arganzuela,Venta,Estudio,183902.0,39.4,0.0,1.0,Buen estado,1990-01-01,5,True,True,False,False,False,6.2,2024-10-27,0-40,4667.56
228,Madrid,Madrid-Centro,Alquiler,Piso,414811.0,86.7,3.0,2.0,Buen estado,1979-01-01,1,True,False,False,False,False,5.35,2024-12-28,80-120,4784.44
229,Madrid,Tetuán,Venta,Piso,409542.0,79.0,2.0,1.0,Buen estado,1974-01-01,4,False,False,False,False,True,3.28,2024-11-07,40-80,5184.08
230,Madrid,Madrid-Centro,Venta,Piso,282066.0,57.3,2.0,1.0,Obra nueva,2022-01-01,7,True,True,True,False,False,5.72,2025-04-03,40-80,4922.62
231,Madrid,Retiro,Venta,Piso,581936.0,109.2,3.0,2.0,Buen estado,2005-01-01,9,True,False,False,False,False,5.95,2025-01-19,80-120,5329.08
232,Madrid,Tetuán,Venta,Piso,275043.0,62.4,2.0,1.0,Obra nueva,2019-01-01,5,True,True,False,False,True,3.04,2024-11-21,40-80,4407.74
233,Madrid,Salamanca,Venta,Piso,280691.0,48.8,2.0,1.0,Buen estado,1992-01-01,5,False,True,False,False,True,6.28,2025-01-06,40-80,5751.86
234,Madrid,Arganzuela,Alquiler,Sin_clasificar,,,2.0,1.0,Buen estado,2010-01-01,1,True,False,False,False,False,5.6,2024-11-15,,
235,Madrid,Retiro,Venta,Piso,367958.0,86.8,3.0,2.0,Obra nueva,2023-01-01,1,True,True,True,True,False,6.2,,80-120,4239.15
236,Madrid,Arganzuela,Venta,Ático,456286.0,94.2,3.0,2.0,Obra nueva,2021-01-01,Ático,True,True,False,True,True,7.9,2025-03-02,80-120,4843.8
237,Madrid,Arganzuela,Venta,Ático,412170.0,87.5,3.0,2.0,Reformado,1983-01-01,Ático,True,False,True,True,True,3.99,2024-12-28,80-120,4710.51
238,Madrid,Chamberí,Venta,Sin_clasificar,,,2.0,1.0,Buen estado,2006-01-01,4,True,False,False,False,False,4.27,2025-03-09,,
239,Madrid,Salamanca,Venta,Piso,328418.0,70.0,2.0,1.0,Buen estado,1985-01-01,Bajo,True,True,False,False,False,4.83,2024-10-23,40-80,4691.69
240,Madrid,Retiro,Alquiler,Piso,335966.0,70.7,2.0,1.0,Reformado,1968-01-01,1,False,True,True,True,True,4.98,2025-03-15,40-80,4751.99
241,Madrid,Tetuán,Venta,Piso,482933.0,93.9,3.0,2.0,Buen estado,1986-01-01,Bajo,False,False,False,False,False,5.84,2025-02-01,80-120,5143.06
242,Madrid,Tetuán,Venta,Estudio,175747.0,39.4,0.0,1.0,Buen estado,1994-01-01,2,True,False,False,False,False,5.58,2024-10-24,0-40,4460.58
243,Madrid,Madrid-Centro,Venta,Piso,560429.0,99.6,3.0,2.0,Buen estado,1983-01-01,1,False,False,False,False,False,2.21,2025-02-15,80-120,5626.8
244,Madrid,Arganzuela,Venta,Piso,552083.0,100.4,3.0,2.0,Buen estado,1979-01-01,7,True,True,False,False,True,,2025-02-20,80-120,5498.83
245,Madrid,Tetuán,Venta,Estudio,153073.0,30.0,0.0,1.0,Reformado,2003-01-01,6,True,False,False,False,True,5.98,2025-01-21,0-40,5102.43
246,Madrid,Retiro,Venta,Piso,341288.0,64.0,2.0,1.0,Buen estado,1977-01-01,5,True,True,True,True,True,5.65,2024-10-25,40-80,5332.62
247,Madrid,Retiro,Venta,Ático,385475.0,71.9,2.0,1.0,Buen estado,2001-01-01,Ático,True,True,False,False,False,1.47,2025-03-12,40-80,5361.27
248,Madrid,Chamberí,Venta,Piso,448972.0,93.0,3.0,2.0,Buen estado,1976-01-01,5,True,False,False,False,False,4.72,2024-12-27,80-120,4827.66
249,Madrid,Arganzuela,Venta,Piso,277842.0,59.8,2.0,1.0,Buen estado,1977-01-01,1,False,False,False,True,False,4.73,,40-80,4646.19
250,Madrid,Tetuán,Venta,Ático,417838.0,68.1,2.0,1.0,Obra nueva,2023-01-01,Ático,True,True,False,False,False,4.31,2025-02-20,40-80,6135.65
251,Madrid,Salamanca,Venta,Piso,255779.0,48.0,2.0,1.0,Buen estado,2003-01-01,5,False,True,False,True,False,,2024-12-27,40-80,5328.73
252,Madrid,Chamberí,Alquiler,Piso,406475.0,78.1,2.0,1.0,Obra nueva,2019-01-01,3,True,True,True,True,True,6.2,2024-11-13,40-80,5204.55
253,Madrid,Chamberí,Venta,Piso,518061.0,92.3,3.0,2.0,Buen estado,1997-01-01,8,False,False,False,False,True,5.64,2025-02-20,80-120,5612.8
254,Madrid,Salamanca,Venta,Piso,377058.0,80.2,3.0,2.0,Buen estado,1993-01-01,9,True,True,False,True,True,5.73,2025-01-13,80-120,4701.47
255,Madrid,Chamberí,Venta,Piso,493273.0,97.8,3.0,2.0,Obra nueva,2019-01-01,7,True,True,True,False,False,4.19,,80-120,5043.69
256,Madrid,Madrid-Centro,Venta,Piso,420409.0,89.3,3.0,2.0,A reformar,1967-01-01,9,False,False,False,False,True,6.03,2024-12-20,80-120,4707.83
257,Madrid,Arganzuela,Alquiler,Piso,341378.0,77.97,2.0,1.0,Buen estado,1977-01-01,7,True,True,False,False,True,5.27,2024-11-27,40-80,4378.32
258,Madrid,Retiro,Venta,Piso,508117.0,95.6,3.0,2.0,Buen estado,2006-01-01,4,True,True,False,True,True,6.18,2025-01-14,80-120,5315.03
259,Madrid,Tetuán,Venta,Piso,240133.0,47.8,2.0,1.0,Obra nueva,2022-01-01,2,True,True,True,False,False,4.39,2024-12-12,40-80,5023.7
260,Madrid,Salamanca,Venta,Piso,454914.0,99.8,3.0,2.0,Buen estado,1974-01-01,1,True,False,True,True,False,2.69,2025-02-18,80-120,4558.26
261,Madrid,Salamanca,Venta,Piso,482022.0,82.9,3.0,2.0,Buen estado,1992-01-01,8,False,False,False,False,False,3.82,2024-11-15,80-120,5814.5
262,Madrid,Madrid-Centro,Venta,Sin_clasificar,,,4.0,1.0,Obra nueva,2020-01-01,Bajo,True,True,False,True,False,3.59,2025-01-23,,
263,Madrid,Salamanca,Venta,Sin_clasificar,,,1.0,1.0,Buen estado,1981-01-01,1,True,False,False,False,False,3.37,2025-01-12,,
264,Madrid,Chamberí,Venta,Piso,427711.0,82.5,3.0,2.0,Obra nueva,2023-01-01,5,True,False,False,True,False,6.34,,80-120,5184.38
265,Madrid,Chamberí,Venta,Piso,390031.0,84.4,3.0,2.0,Buen estado,1983-01-01,2,True,False,True,False,False,2.58,2025-04-07,80-120,4621.22
266,Madrid,Madrid-Centro,Venta,Piso,510349.0,86.5,3.0,2.0,Buen estado,1968-01-01,4,True,False,True,False,False,7.78,2024-12-03,80-120,5899.99
267,Madrid,Chamberí,Venta,Piso,257845.0,57.5,2.0,1.0,Buen estado,1992-01-01,1,True,True,False,True,False,8.79,2024-12-21,40-80,4484.26
268,Madrid,Chamberí,Venta,Piso,192590.0,52.1,2.0,1.0,Buen estado,2003-01-01,9,True,True,False,True,False,7.56,2025-02-03,40-80,3696.55
269,Madrid,Salamanca,Venta,Piso,347656.0,64.5,2.0,1.0,Buen estado,1969-01-01,Bajo,True,False,False,False,False,3.67,2025-03-19,40-80,5390.02
270,Madrid,Tetuán,Venta,Piso,331844.0,62.8,2.0,1.0,Buen estado,1991-01-01,Bajo,False,False,False,False,False,,2025-03-15,40-80,5284.14
271,Madrid,Retiro,Venta,Piso,362283.0,66.5,2.0,1.0,Buen estado,1975-01-01,1,True,False,False,False,True,3.25,2025-02-20,40-80,5447.86
272,Madrid,Retiro,Venta,Piso,294370.0,49.8,2.0,1.0,Buen estado,1976-01-01,8,False,False,False,True,False,6.32,2025-02-27,40-80,5911.04
273,Madrid,Salamanca,Venta,Piso,373330.0,59.4,2.0,1.0,Buen estado,1980-01-01,5,False,False,True,False,False,5.35,2024-12-12,40-80,6285.02
274,Madrid,Arganzuela,Venta,Ático,,,1.0,1.0,Buen estado,1994-01-01,Ático,False,True,True,False,True,4.53,2025-03-18,,
275,Madrid,Salamanca,Alquiler,Piso,435196.0,86.9,3.0,2.0,Buen estado,1995-01-01,Bajo,False,True,False,False,False,5.33,2025-01-07,80-120,5008.01
276,Madrid,Tetuán,Venta,Piso,366570.0,68.4,2.0,1.0,Obra nueva,2023-01-01,7,True,False,True,True,False,3.75,2025-04-05,40-80,5359.21
277,Madrid,Madrid-Centro,Venta,Piso,418043.0,90.6,3.0,2.0,Buen estado,1974-01-01,7,False,True,False,False,False,3.85,2024-10-18,80-120,4614.16
278,Madrid,Retiro,Venta,Piso,309504.0,65.6,2.0,1.0,Reformado,2009-01-01,5,False,False,False,True,True,5.52,2024-12-27,40-80,4718.05
279,Madrid,Tetuán,Venta,Sin_clasificar,,,3.0,1.0,Buen estado,1977-01-01,Bajo,True,False,True,False,False,4.0,2025-03-23,,
280,Madrid,Chamberí,Venta,Ático,552153.0,98.8,3.0,2.0,Buen estado,1986-01-01,Ático,False,False,True,False,False,6.69,2025-01-01,80-120,5588.59
281,Madrid,Retiro,Venta,Estudio,179531.0,39.3,0.0,1.0,Reformado,2001-01-01,7,False,False,False,False,True,9.64,2025-01-15,0-40,4568.22
282,Madrid,Retiro,Alquiler,Piso,366033.0,77.5,2.0,1.0,Buen estado,2020-01-01,8,True,False,True,True,False,3.93,2024-12-16,40-80,4723.01
283,Madrid,Salamanca,Alquiler,Piso,561384.0,93.0,3.0,2.0,Buen estado,1987-01-01,2,False,False,False,True,False,4.02,2025-02-25,80-120,6036.39
284,Madrid,Retiro,Venta,Piso,412563.0,75.0,2.0,1.0,Buen estado,2009-01-01,4,True,True,True,False,False,3.77,2025-01-31,40-80,5500.84
285,Madrid,Tetuán,Alquiler,Piso,407557.0,98.0,3.0,2.0,Buen estado,1992-01-01,7,True,False,False,True,False,7.2,2024-10-19,80-120,4158.74
286,Madrid,Arganzuela,Alquiler,Piso,388114.0,91.6,3.0,2.0,A reformar,1985-01-01,4,False,False,False,True,False,5.63,2025-03-21,80-120,4237.05
287,Madrid,Salamanca,Venta,Ático,390487.0,70.1,2.0,1.0,Buen estado,1970-01-01,Ático,True,False,False,False,True,4.33,2024-11-18,40-80,5570.43
288,Madrid,Salamanca,Venta,Piso,324015.0,69.2,2.0,1.0,Obra nueva,2018-01-01,2,False,False,False,False,True,6.29,2024-10-26,40-80,4682.3
289,Madrid,Chamberí,Alquiler,Piso,453806.0,84.7,3.0,2.0,Buen estado,2009-01-01,9,False,False,False,True,False,5.79,2024-10-17,80-120,5357.8
290,Madrid,Tetuán,Venta,Piso,616610.0,99.3,3.0,2.0,Buen estado,1976-01-01,7,True,False,False,False,False,3.64,2024-10-28,80-120,6209.57
291,Madrid,Tetuán,Venta,Piso,427900.0,82.5,3.0,2.0,Buen estado,2002-01-01,4,False,True,False,False,False,5.14,2024-12-11,80-120,5186.67
292,Madrid,Salamanca,Venta,Piso,,73.1,2.0,1.0,Buen estado,1992-01-01,8,True,True,False,True,True,5.54,2024-11-08,40-80,
293,Madrid,Retiro,Alquiler,Piso,296755.0,57.4,2.0,1.0,Buen estado,1989-01-01,9,False,True,True,False,True,4.09,2024-12-21,40-80,5169.95
294,Madrid,Arganzuela,Alquiler,Piso,415342.0,83.3,3.0,2.0,Buen estado,1975-01-01,1,True,True,False,False,True,8.27,2025-02-01,80-120,4986.1
295,Madrid,Chamberí,Alquiler,Ático,368896.0,62.6,2.0,1.0,Buen estado,1982-01-01,Ático,False,False,False,False,False,3.89,2024-12-29,40-80,5892.91
296,Madrid,Arganzuela,Venta,Piso,251683.0,53.1,2.0,1.0,Buen estado,1958-01-01,4,True,True,False,True,False,,2024-11-18,40-80,4739.79
297,Madrid,Arganzuela,Alquiler,Piso,555033.0,113.2,3.0,2.0,Buen estado,1970-01-01,5,True,False,False,False,False,7.01,2025-02-16,80-120,4903.12
298,Madrid,Chamberí,Venta,Piso,216165.0,44.8,2.0,1.0,Buen estado,1967-01-01,7,False,True,False,False,True,6.1,2024-10-15,40-80,4825.11
299,Madrid,Retiro,Venta,Piso,561180.0,106.5,3.0,2.0,Obra nueva,2022-01-01,2,False,True,True,False,True,4.22,,80-120,5269.3
300,Madrid,Salamanca,Venta,Piso,348249.0,59.3,2.0,1.0,Obra nueva,2021-01-01,8,True,True,True,True,True,3.16,2025-01-22,40-80,5872.66
301,Madrid,Madrid-Centro,Alquiler,Ático,333611.0,110.1,3.0,2.0,A reformar,1991-01-01,Ático,False,True,False,False,False,0.5,2024-10-27,80-120,3030.07
302,Madrid,Madrid-Centro,Venta,Piso,463539.0,85.9,3.0,2.0,Buen estado,1985-01-01,8,True,True,True,True,False,8.31,2025-03-21,80-120,5396.26
303,Madrid,Tetuán,Venta,Piso,423002.0,86.0,3.0,2.0,Buen estado,1973-01-01,Bajo,True,False,False,False,False,5.88,2024-11-09,80-120,4918.63
304,Madrid,Tetuán,Venta,Piso,,88.6,3.0,2.0,Buen estado,1980-01-01,3,False,True,False,True,False,,2025-01-05,80-120,
305,Madrid,Tetuán,Alquiler,Ático,,,1.0,1.0,Buen estado,2000-01-01,Ático,True,False,False,False,False,5.23,2025-02-27,,
306,Madrid,Retiro,Venta,Piso,328889.0,59.5,2.0,1.0,Buen estado,1963-01-01,8,True,False,True,False,False,7.87,2025-03-22,40-80,5527.55
307,Madrid,Chamberí,Venta,Estudio,172982.0,39.8,0.0,1.0,Buen estado,2009-01-01,9,True,False,False,True,False,4.49,2025-03-12,0-40,4346.28
308,Madrid,Retiro,Alquiler,Piso,525843.0,104.3,3.0,2.0,Obra nueva,2018-01-01,1,True,True,False,False,False,4.42,2024-10-20,80-120,5041.64
309,Madrid,Arganzuela,Alquiler,Piso,261765.0,61.7,2.0,1.0,Buen estado,1997-01-01,9,True,False,False,True,False,6.24,2025-01-23,40-80,4242.54
310,Madrid,Tetuán,Venta,Piso,215474.0,40.7,2.0,1.0,Buen estado,2009-01-01,4,True,True,True,False,False,4.69,2025-03-22,40-80,5294.2
311,Madrid,Retiro,Venta,Piso,231118.0,43.6,2.0,1.0,Buen estado,2011-01-01,4,True,True,False,False,True,6.87,,40-80,5300.87
312,Madrid,Salamanca,Venta,Piso,333587.0,81.1,3.0,2.0,Buen estado,1964-01-01,7,True,False,False,True,False,3.54,2024-11-30,80-120,4113.28
313,Madrid,Retiro,Venta,Sin_clasificar,,,2.0,2.0,Obra nueva,2023-01-01,5,True,True,True,False,False,5.36,2025-01-19,,
314,Madrid,Chamberí,Alquiler,Piso,425229.0,89.6,3.0,2.0,Buen estado,1971-01-01,3,False,False,True,False,False,2.84,2025-02-05,80-120,4745.86
315,Madrid,Salamanca,Venta,Piso,484614.0,81.2,3.0,2.0,Buen estado,2002-01-01,4,True,False,False,True,False,4.0,2025-01-15,80-120,5968.15
316,Madrid,Tetuán,Venta,Piso,451021.0,97.9,3.0,2.0,Reformado,1981-01-01,5,True,True,False,True,False,5.84,2025-03-05,80-120,4606.96
317,Madrid,Arganzuela,Venta,Piso,391944.0,71.3,2.0,1.0,Buen estado,1973-01-01,8,False,True,False,False,True,3.81,2025-02-05,40-80,5497.11
318,Madrid,Madrid-Centro,Alquiler,Piso,496450.0,93.9,3.0,2.0,Buen estado,1974-01-01,6,True,False,False,False,False,6.06,2025-02-15,80-120,5287.01
319,Madrid,Madrid-Centro,Alquiler,Piso,642456.0,116.8,3.0,2.0,Buen estado,1997-01-01,Bajo,False,False,False,False,False,5.64,2024-12-20,80-120,5500.48
320,Madrid,Madrid-Centro,Venta,Piso,262010.0,47.9,2.0,1.0,Buen estado,1941-01-01,4,True,False,True,True,False,3.28,2025-02-23,40-80,5469.94
321,Madrid,Salamanca,Alquiler,Piso,,87.8,3.0,2.0,Reformado,2006-01-01,5,True,True,False,False,True,4.79,2025-01-20,80-120,
322,Madrid,Retiro,Venta,Sin_clasificar,,,2.0,1.0,Buen estado,2007-01-01,5,True,False,False,True,False,6.19,2025-02-27,,
323,Madrid,Retiro,Venta,Piso,454696.0,86.7,3.0,2.0,Obra nueva,2020-01-01,9,True,True,False,True,False,4.66,2025-04-01,80-120,5244.48
324,Madrid,Tetuán,Venta,Piso,452550.0,92.6,3.0,2.0,Buen estado,1974-01-01,5,True,False,False,False,False,4.89,2025-02-28,80-120,4887.15
325,Madrid,Retiro,Alquiler,Piso,313448.0,50.7,2.0,1.0,Buen estado,2003-01-01,8,True,False,False,True,False,7.43,2024-10-19,40-80,6182.41
326,Madrid,Salamanca,Venta,Sin_clasificar,,,1.0,1.0,Obra nueva,2022-01-01,7,True,True,False,True,False,5.1,2024-11-16,,
327,Madrid,Tetuán,Alquiler,Piso,397018.0,85.6,3.0,2.0,Reformado,1986-01-01,5,False,False,False,True,False,3.58,2024-11-19,80-120,4638.06
328,Madrid,Madrid-Centro,Alquiler,Piso,282780.0,61.2,2.0,1.0,Buen estado,1973-01-01,5,False,True,True,True,True,2.07,2025-02-15,40-80,4620.59
329,Madrid,Tetuán,Venta,Piso,394506.0,88.7,3.0,2.0,Buen estado,1996-01-01,Bajo,True,True,False,False,True,3.59,2025-01-11,80-120,4447.64
330,Madrid,Retiro,Venta,Ático,360710.0,69.1,2.0,1.0,Buen estado,1987-01-01,Ático,True,False,False,False,False,5.34,2024-10-15,40-80,5220.12
